num_rooms,floor,area_sqft,price
5,11,1216.3,502200.0
5,5,1216.3,450900.0
5,14,1205.6,594000.0
5,17,1205.6,576000.0
5,8,1205.6,531000.0
5,2,1194.8,515700.0
5,5,1205.6,576000.0
5,14,1205.6,625500.0
5,17,1205.6,594000.0
2,8,505.9,166500.0
3,5,624.3,207000.0
3,8,624.3,232200.0
3,11,645.8,274500.0
3,2,688.9,217800.0
3,2,592.0,189900.0
3,2,635.1,259200.0
3,11,645.8,198000.0
3,8,742.7,234000.0
3,29,678.1,547200.0
3,11,699.7,315000.0
3,14,785.8,343699.2
3,14,699.7,288000.0
3,11,699.7,277200.0
3,5,635.1,225000.0
3,2,699.7,304999.2
3,17,699.7,360000.0
3,8,710.4,267120.0
3,14,721.2,261000.0
3,5,710.4,249210.0
3,8,645.8,261000.0
3,5,645.8,253800.0
3,29,645.8,493200.0
3,11,645.8,450000.0
4,8,1022.6,635400.0
4,5,958.0,360000.0
4,8,958.0,382500.0
4,8,958.0,378000.0
4,23,1033.3,643500.0
4,11,968.8,688500.0
4,8,968.8,663480.0
4,29,968.8,733500.0
4,14,914.9,655200.0
4,35,968.8,612000.0
4,38,968.8,745200.0
5,8,1345.5,844200.0
5,32,1334.7,877500.0
5,14,1259.4,621000.0
5,23,1399.3,721800.0
5,11,1345.5,826200.0
5,8,1377.8,616500.0
5,29,1184.0,798300.0
5,11,1184.0,769500.0
5,5,1420.8,774000.0
2,5,505.9,193500.0
2,2,495.1,175500.0
3,11,731.9,270000.0
3,2,731.9,252000.0
3,11,731.9,265500.0
3,2,731.9,259200.0
3,23,721.2,270000.0
3,20,721.2,270000.0
4,11,1001.0,366199.2
4,2,1033.3,310500.0
4,8,914.9,271800.0
4,17,979.5,301500.0
4,11,1033.3,315000.0
4,8,968.8,310500.0
4,14,1076.4,337500.0
4,14,914.9,322200.0
4,2,1087.2,328500.0
4,14,1087.2,346500.0
4,8,990.3,340200.0
4,14,990.3,352800.0
4,17,968.8,313200.0
4,17,990.3,360000.0
4,5,968.8,279000.0
4,11,968.8,311400.0
4,8,968.8,271800.0
5,8,1184.0,360000.0
5,5,1194.8,376200.0
5,2,1184.0,301500.0
5,14,1184.0,333000.0
5,5,1184.0,356400.0
5,5,1184.0,349200.0
5,2,1194.8,340200.0
5,14,1184.0,369000.0
5,11,1184.0,355500.0
2,14,484.4,212400.0
2,14,473.6,214200.0
2,8,495.1,208800.0
2,23,495.1,204300.0
2,17,495.1,214200.0
3,2,721.2,289800.0
3,8,721.2,316800.0
3,5,721.2,306000.0
3,11,721.2,328500.0
3,5,721.2,297000.0
3,5,721.2,290700.0
3,8,721.2,315900.0
3,20,721.2,321300.0
3,23,742.7,306000.0
3,20,721.2,306000.0
3,5,721.2,331200.0
3,11,742.7,304999.2
3,20,721.2,304999.2
3,26,721.2,308700.0
4,11,990.3,427500.0
4,8,990.3,414000.0
4,14,990.3,437400.0
4,11,990.3,423000.0
4,17,990.3,423000.0
4,5,990.3,416700.0
4,8,990.3,412200.0
4,11,990.3,405000.0
4,5,1022.6,304200.0
4,14,990.3,388699.2
4,5,990.3,373500.0
4,11,990.3,435600.0
4,11,990.3,382500.0
4,5,990.3,405000.0
4,11,990.3,406800.0
4,11,990.3,427500.0
4,17,990.3,447199.2
4,5,990.3,427500.0
4,8,968.8,280800.0
4,11,968.8,301500.0
4,14,968.8,364500.0
4,5,1097.9,342000.0
4,8,1001.0,382500.0
4,11,990.3,353700.0
4,8,990.3,450000.0
4,2,968.8,405000.0
4,5,968.8,388800.0
4,14,914.9,400500.0
4,2,914.9,328500.0
4,14,1011.8,324000.0
4,5,968.8,306000.0
4,5,1087.2,348300.0
4,2,1001.0,301500.0
4,14,990.3,387000.0
4,23,990.3,382500.0
4,20,1001.0,378000.0
4,5,1001.0,373500.0
4,5,1001.0,348300.0
4,23,990.3,409500.0
4,11,1001.0,369900.0
4,8,1033.3,378000.0
4,2,968.8,326700.0
4,20,990.3,407700.0
4,11,1022.6,360000.0
4,14,1033.3,353700.0
4,8,1001.0,378000.0
4,20,1011.8,373500.0
4,5,1022.6,369000.0
4,17,1022.6,394999.2
4,5,990.3,353700.0
4,8,968.8,329400.0
4,17,990.3,373500.0
4,5,1022.6,362599.2
4,17,1011.8,400500.0
4,8,990.3,378000.0
4,5,1011.8,355500.0
4,20,990.3,391500.0
4,20,1033.3,368100.0
4,17,990.3,382500.0
4,23,1011.8,430200.0
4,20,1033.3,405000.0
4,5,1011.8,369000.0
4,14,1001.0,382500.0
4,26,1001.0,382500.0
4,8,979.5,319500.0
4,2,1001.0,319500.0
4,5,1001.0,342000.0
4,17,1001.0,351000.0
4,17,1001.0,367200.0
4,17,1001.0,351000.0
4,14,1001.0,342000.0
4,17,1076.4,328500.0
4,17,979.5,310500.0
4,14,979.5,283500.0
4,5,1076.4,313200.0
4,8,968.8,324000.0
4,2,1076.4,324000.0
4,5,968.8,441000.0
4,8,1001.0,481500.0
4,8,968.8,490500.0
4,2,990.3,427500.0
4,14,990.3,522000.0
4,8,990.3,502200.0
4,2,990.3,487800.0
4,20,1001.0,400500.0
4,23,1001.0,400500.0
4,26,990.3,414000.0
4,8,990.3,376200.0
4,14,1001.0,394200.0
5,8,1194.8,526500.0
5,8,1194.8,513000.0
5,5,1237.8,531000.0
5,14,1237.8,553500.0
5,5,1184.0,382500.0
5,8,1184.0,436500.0
5,14,1184.0,432000.0
5,5,1205.6,486000.0
5,17,1184.0,438199.2
5,17,1205.6,529200.0
5,17,1205.6,517590.0
5,11,1205.6,533700.0
5,11,1205.6,553500.0
5,5,1205.6,468000.0
5,5,1184.0,367200.0
5,14,1205.6,364500.0
5,2,1216.3,472500.0
5,14,1216.3,517500.0
5,2,1184.0,337500.0
5,2,1184.0,369000.0
5,5,1205.6,499500.0
5,14,1184.0,408499.2
5,5,1184.0,340200.0
5,5,1184.0,382500.0
5,8,1184.0,396000.0
5,11,1302.4,409500.0
5,14,1270.1,526500.0
5,14,1324.0,459000.0
5,5,1184.0,418500.0
5,2,1237.8,360000.0
5,2,1184.0,382500.0
5,2,1216.3,346500.0
5,14,1184.0,391500.0
5,2,1184.0,351000.0
5,2,1313.2,400500.0
5,23,1205.6,382500.0
5,23,1205.6,436500.0
5,17,1216.3,514800.0
5,17,1216.3,549000.0
5,17,1216.3,495000.0
5,17,1205.6,463500.0
5,8,1216.3,477000.0
5,17,1237.8,522000.0
5,17,1184.0,430200.0
5,2,1173.3,331200.0
5,14,1173.3,378000.0
5,11,1184.0,367200.0
5,17,1248.6,394200.0
5,2,1184.0,342000.0
5,8,1248.6,349200.0
5,11,1302.4,432000.0
5,11,1237.8,378000.0
5,8,1302.4,369000.0
5,5,1302.4,385200.0
5,17,1291.7,387000.0
5,11,1184.0,414000.0
5,5,1184.0,368100.0
5,11,1184.0,481500.0
5,14,1184.0,499500.0
5,5,1184.0,414000.0
5,14,1216.3,486000.0
5,2,1194.8,459000.0
3,11,785.8,281700.0
3,8,688.9,279000.0
3,11,645.8,299700.0
3,8,721.2,279000.0
3,8,688.9,324000.0
3,2,688.9,315000.0
3,2,818.1,272599.2
4,8,1130.2,567000.0
4,11,1141.0,565200.0
4,5,979.5,378000.0
4,5,1001.0,433800.0
4,5,904.2,477000.0
4,5,904.2,477000.0
4,2,990.3,362700.0
4,5,1130.2,463500.0
4,2,1033.3,373500.0
4,11,979.5,349200.0
4,2,893.4,423000.0
4,8,904.2,436500.0
4,11,979.5,328500.0
4,14,893.4,310500.0
4,11,893.4,297900.0
4,11,1108.7,405000.0
4,11,1076.4,361800.0
4,2,1141.0,346500.0
5,2,1302.4,522000.0
5,2,1324.0,540000.0
5,8,1302.4,441000.0
5,2,1377.8,463500.0
5,5,1280.9,486000.0
2,5,505.9,253800.0
3,14,742.7,355500.0
3,14,742.7,367200.0
3,5,742.7,346500.0
3,5,731.9,272700.0
3,8,721.2,333000.0
3,2,721.2,346500.0
3,8,796.5,288000.0
3,5,807.3,241200.0
3,8,839.6,313200.0
3,8,721.2,286200.0
3,8,807.3,295200.0
3,2,796.5,297000.0
3,2,850.3,285199.2
3,11,807.3,328500.0
3,8,731.9,267300.0
3,5,796.5,292500.0
3,5,785.8,265500.0
3,8,785.8,281700.0
3,8,785.8,310500.0
3,8,785.8,272700.0
3,5,796.5,319500.0
3,5,785.8,283500.0
3,5,785.8,256500.0
3,8,742.7,288000.0
3,5,796.5,270000.0
3,2,688.9,270000.0
3,8,688.9,266400.0
3,5,796.5,288000.0
3,5,688.9,263700.0
3,2,688.9,243000.0
3,14,785.8,304200.0
4,2,1173.3,394200.0
4,8,1119.4,409500.0
4,11,1119.4,400500.0
4,8,1001.0,479700.0
4,5,1001.0,468900.0
4,14,1001.0,517500.0
4,5,1001.0,477000.0
4,8,979.5,364500.0
4,5,979.5,373500.0
4,8,1130.2,387000.0
4,8,1119.4,381499.2
4,8,990.3,441000.0
4,11,990.3,459000.0
4,14,1001.0,513000.0
4,14,1001.0,531000.0
4,17,1001.0,522000.0
4,2,1001.0,459000.0
4,8,1001.0,499500.0
4,5,1001.0,459000.0
4,8,1001.0,513000.0
4,14,904.2,585799.2000000001
4,5,1108.7,387000.0
4,8,1119.4,420300.0
4,5,1151.7,379800.0
4,5,1151.7,333000.0
4,5,904.2,351000.0
4,11,904.2,351000.0
4,11,904.2,314100.0
4,5,904.2,301500.0
4,8,1108.7,360000.0
4,8,1141.0,380700.0
4,2,1097.9,333000.0
4,2,1119.4,360000.0
4,2,1076.4,335700.0
4,14,1108.7,407700.0
4,8,1108.7,373500.0
4,8,1076.4,396000.0
4,11,1076.4,380700.0
4,5,1076.4,364500.0
4,11,1119.4,385200.0
4,8,1130.2,379800.0
4,11,904.2,351000.0
4,5,904.2,328500.0
4,14,904.2,356400.0
4,8,904.2,324000.0
4,2,1119.4,373500.0
4,2,1119.4,379800.0
4,8,1162.5,358200.0
4,8,1108.7,343800.0
4,5,1119.4,342000.0
5,11,1194.8,702000.0
5,8,1313.2,450000.0
5,8,1313.2,481500.0
5,5,1324.0,517500.0
5,2,1302.4,472500.0
5,11,1324.0,477000.0
5,2,1377.8,450000.0
5,8,1313.2,513000.0
5,8,1302.4,511200.0
5,2,1302.4,454500.0
5,2,1313.2,432000.0
5,11,1313.2,504000.0
5,2,1367.0,450000.0
5,5,1356.3,466200.0
5,5,1184.0,659700.0
5,14,1216.3,646200.0
5,14,1216.3,628999.2000000001
5,2,1302.4,434700.0
5,5,1302.4,498600.0
5,8,1399.3,454500.0
5,2,1302.4,423000.0
5,11,1356.3,490500.0
5,2,1313.2,432000.0
5,8,1324.0,501300.0
5,8,1453.1,495000.0
5,5,1302.4,463500.0
5,8,1302.4,454500.0
5,11,1334.7,427500.0
5,11,1367.0,459000.0
5,8,1280.9,445500.0
5,5,1313.2,472500.0
5,11,1313.2,495000.0
5,8,1302.4,450000.0
5,2,1313.2,468000.0
5,11,1302.4,466200.0
2,8,430.6,180000.0
2,2,430.6,169200.0
2,2,462.8,148500.0
2,2,462.8,135000.0
3,5,710.4,180000.0
3,8,710.4,198000.0
3,11,710.4,247500.0
3,11,710.4,261000.0
3,5,721.2,238500.0
3,2,688.9,211500.0
3,5,699.7,211500.0
3,11,710.4,220500.0
3,8,699.7,234000.0
3,8,667.4,211500.0
3,5,624.3,193500.0
3,11,721.2,198000.0
3,2,699.7,190800.0
3,14,796.5,358200.0
3,8,721.2,283500.0
3,5,721.2,252000.0
3,14,721.2,292500.0
3,2,796.5,315000.0
3,14,796.5,376200.0
3,2,721.2,200700.0
3,8,721.2,208800.0
3,5,721.2,205200.0
3,8,699.7,230400.0
4,8,1108.7,450000.0
4,2,1130.2,423000.0
4,26,979.5,754200.0
4,35,979.5,747000.0
4,11,968.8,576169.2000000001
4,5,968.8,578700.0
4,20,1097.9,576000.0
4,2,1119.4,486000.0
4,8,882.6,277200.0
4,11,882.6,288000.0
4,5,882.6,295200.0
4,8,1001.0,378000.0
4,2,1033.3,382579.2
4,2,1108.7,459000.0
4,2,1108.7,484200.0
4,5,936.5,306000.0
4,5,936.5,288000.0
4,11,936.5,333000.0
5,11,1324.0,468000.0
5,2,1345.5,484200.0
5,32,1227.1,907999.2000000001
5,8,1216.3,792000.0
5,26,1356.3,792000.0
5,11,1302.4,702000.0
5,8,1302.4,603000.0
5,8,1227.1,445500.0
2,17,505.9,216000.0
2,2,505.9,189000.0
3,2,796.5,202500.0
3,8,818.1,211500.0
3,8,731.9,202500.0
3,8,721.2,184500.0
3,8,721.2,180000.0
3,2,645.8,186300.0
3,2,699.7,176400.0
3,8,699.7,183600.0
3,29,721.2,288000.0
3,29,710.4,283500.0
3,11,721.2,279000.0
3,17,721.2,270000.0
3,2,721.2,288000.0
3,14,721.2,306000.0
3,11,721.2,288000.0
3,11,721.2,238500.0
3,8,731.9,220500.0
3,11,785.8,259200.0
3,2,785.8,234000.0
3,2,688.9,229500.0
3,5,785.8,232200.0
4,5,1097.9,267300.0
4,11,1033.3,214200.0
4,5,990.3,373500.0
4,11,1130.2,360000.0
4,11,1033.3,297000.0
4,2,1108.7,279900.0
4,11,1097.9,349999.2
4,11,1087.2,355500.0
4,5,968.8,301500.0
4,5,990.3,274500.0
4,8,979.5,301500.0
4,2,1097.9,281700.0
4,8,1097.9,295200.0
4,5,1097.9,288000.0
4,11,979.5,283500.0
4,8,990.3,364500.0
4,5,990.3,324000.0
4,5,990.3,326700.0
4,11,990.3,351000.0
4,5,990.3,337500.0
4,8,1087.2,288000.0
4,8,990.3,337500.0
4,8,990.3,324000.0
4,14,990.3,365400.0
4,8,990.3,337500.0
4,11,979.5,344700.0
4,5,1097.9,304200.0
4,5,1065.6,310500.0
4,14,990.3,405000.0
4,8,990.3,371700.0
4,8,990.3,387000.0
4,11,1065.6,295200.0
4,5,990.3,360000.0
4,11,990.3,279450.0
4,5,1097.9,268200.0
4,8,1097.9,307800.0
4,11,979.5,306000.0
4,8,1087.2,301500.0
4,2,979.5,274500.0
4,8,1076.4,292500.0
4,11,1076.4,322200.0
4,5,1076.4,313200.0
4,8,968.8,307800.0
4,2,968.8,299700.0
4,8,1076.4,306000.0
4,2,1097.9,297000.0
4,2,1076.4,328500.0
4,2,925.7,293400.0
4,2,1076.4,324000.0
4,5,1087.2,284400.0
4,8,1097.9,324000.0
4,8,1097.9,306799.2
4,5,1076.4,316800.0
4,2,979.5,271800.0
4,5,1108.7,286200.0
4,8,904.2,265500.0
4,5,904.2,254700.0
4,8,1141.0,310500.0
4,2,1001.0,279000.0
4,11,904.2,274500.0
5,2,1324.0,261000.0
5,8,1184.0,306000.0
5,8,1324.0,337500.0
5,8,1496.2,369000.0
5,2,1302.4,299700.0
5,11,1334.7,466200.0
5,11,1205.6,459000.0
5,5,1205.6,445500.0
5,5,1463.9,391500.0
5,8,1313.2,371700.0
5,11,1302.4,360000.0
5,5,1313.2,350100.0
5,5,1313.2,382500.0
5,2,1313.2,351000.0
5,5,1313.2,351900.0
5,8,1205.6,396000.0
5,2,1388.5,351000.0
5,2,1324.0,349200.0
5,2,1345.5,445500.0
5,2,1194.8,355500.0
5,5,1270.1,351000.0
5,8,1313.2,369000.0
5,8,1291.7,342000.0
5,5,1270.1,355500.0
5,8,1313.2,351000.0
5,11,1313.2,360000.0
5,2,1313.2,351000.0
5,8,1313.2,367200.0
5,5,1302.4,362700.0
5,5,1291.7,364500.0
5,5,1184.0,335700.0
5,14,1184.0,360000.0
5,5,1184.0,351000.0
5,5,1474.7,396000.0
5,2,1399.3,390499.2
5,2,1324.0,346500.0
5,8,1334.7,391500.0
5,2,1313.2,342000.0
5,2,1485.4,400500.0
5,2,1302.4,333799.2
5,2,1367.0,369000.0
2,8,505.9,208800.0
2,2,505.9,202050.0
3,17,721.2,385200.0
3,11,721.2,403200.0
3,8,721.2,261000.0
3,11,721.2,279000.0
3,11,721.2,281700.0
3,2,699.7,223200.0
3,8,688.9,232200.0
3,5,796.5,243000.0
3,8,796.5,229500.0
3,8,882.6,259200.0
3,11,731.9,225000.0
3,8,731.9,225000.0
3,11,731.9,238500.0
3,5,731.9,225000.0
3,2,721.2,241200.0
3,8,785.8,211500.0
3,8,796.5,243450.0
3,5,688.9,218700.0
3,14,721.2,301500.0
3,8,796.5,230400.0
3,2,721.2,220500.0
3,5,796.5,249300.0
3,5,721.2,235800.0
3,8,796.5,277200.0
3,8,688.9,213199.2
3,14,731.9,315000.0
3,2,721.2,229500.0
3,5,731.9,227700.0
3,8,721.2,243000.0
3,5,731.9,243000.0
3,5,721.2,225079.2
3,2,688.9,223200.0
3,11,796.5,229500.0
3,14,721.2,301500.0
3,8,721.2,279000.0
3,14,721.2,292500.0
3,5,721.2,286200.0
3,11,721.2,275400.0
3,11,731.9,288000.0
3,5,731.9,272700.0
3,2,785.8,238500.0
3,11,785.8,252000.0
3,5,688.9,234900.0
3,5,688.9,214200.0
3,5,721.2,247500.0
3,8,721.2,253800.0
4,8,990.3,360000.0
4,14,990.3,342900.0
4,11,990.3,346500.0
4,5,990.3,333000.0
4,14,990.3,346500.0
4,11,990.3,475200.0
4,8,990.3,362700.0
4,5,990.3,331200.0
4,8,904.2,243000.0
4,8,1119.4,315000.0
4,11,990.3,355500.0
4,14,990.3,352800.0
4,5,990.3,346500.0
4,8,990.3,355500.0
4,5,990.3,335700.0
4,11,990.3,531000.0
4,8,990.3,513000.0
4,5,1033.3,360000.0
4,11,1044.1,396000.0
4,5,990.3,328500.0
4,11,990.3,530100.0
4,2,1130.2,279000.0
4,2,904.2,288000.0
4,5,904.2,282600.0
4,8,958.0,265500.0
4,2,904.2,256500.0
4,11,904.2,270000.0
4,8,1119.4,391500.0
4,5,904.2,256500.0
4,11,1119.4,269550.0
4,11,904.2,243000.0
4,14,990.3,396000.0
4,14,990.3,385200.0
4,2,904.2,245700.0
4,5,990.3,355500.0
4,5,990.3,367200.0
4,2,1162.5,283500.0
4,2,990.3,319500.0
4,5,1119.4,353599.2
4,2,990.3,306000.0
4,11,1001.0,373500.0
4,8,904.2,283500.0
4,11,1001.0,283500.0
4,5,904.2,283500.0
4,2,1033.3,270000.0
4,5,990.3,342000.0
4,8,1119.4,297000.0
4,14,1001.0,373500.0
4,5,1033.3,382500.0
4,2,979.5,297000.0
4,8,979.5,292500.0
4,8,1001.0,322200.0
4,2,1033.3,306900.0
4,5,904.2,261000.0
4,11,1119.4,316800.0
4,11,904.2,252000.0
4,5,904.2,252000.0
4,14,990.3,369000.0
4,14,990.3,369000.0
4,11,990.3,331200.0
4,2,990.3,321750.0
4,2,990.3,313200.0
4,5,990.3,351000.0
4,14,990.3,376200.0
4,2,990.3,337500.0
4,14,1001.0,369000.0
4,2,1001.0,315000.0
4,2,990.3,324000.0
4,2,990.3,315000.0
4,8,990.3,351000.0
4,2,1001.0,297000.0
4,8,1001.0,351000.0
4,2,1001.0,319500.0
4,5,990.3,364500.0
4,8,1119.4,306000.0
4,5,904.2,301500.0
4,8,904.2,254700.0
4,5,1119.4,288000.0
4,5,904.2,257400.0
4,5,904.2,268200.0
4,5,893.4,268200.0
4,2,1119.4,322200.0
4,11,904.2,290700.0
4,11,1119.4,283500.0
4,2,947.2,265500.0
4,11,904.2,328950.0
4,2,904.2,248400.0
4,2,1119.4,335700.0
4,8,979.5,351000.0
4,2,979.5,322200.0
4,11,979.5,283500.0
4,8,979.5,346500.0
5,11,1205.6,421200.0
5,5,1205.6,405000.0
5,8,1205.6,423000.0
5,5,1205.6,396000.0
5,8,1205.6,427500.0
5,14,1205.6,643500.0
5,8,1313.2,387000.0
5,8,1205.6,450000.0
5,14,1205.6,468000.0
5,14,1205.6,472500.0
5,2,1205.6,424800.0
5,5,1205.6,464400.0
5,5,1205.6,479700.0
5,5,1205.6,436500.0
5,5,1205.6,443700.0
5,8,1313.2,448999.2
5,5,1313.2,351000.0
5,5,1313.2,415800.0
5,5,1345.5,380700.0
5,2,1302.4,382500.0
5,2,1302.4,369000.0
5,11,1302.4,409500.0
5,5,1313.2,355500.0
5,14,1216.3,464400.0
5,5,1216.3,502200.0
5,8,1216.3,468000.0
5,2,1302.4,328500.0
5,5,1302.4,405000.0
5,5,1313.2,424800.0
5,2,1302.4,373500.0
